project_id,building_id,designation_id,project_halted,project_general_last_update,building_count,designation_count,gush,helka,X,Y,municipality_id,municipality_name,building_info_last_update,building_street,building_address_number,building_address_entrance,building_migrash,floors_above_ground,building_area,standard_name_id,standard_name,standard_designation_id,standard_designation_name,standard_designation_main_use,main_use_name,route,designation_area,residential_units,designation_info_last_update,certification_status,certificate_date_pre,certificate_insert_date_pre,certificate_score_pre,certificate_stars_pre,certificate_energy_pre,certificate_date_a,certificate_insert_date_a,certificate_score_a,certificate_stars_a,certificate_energy_a,certificate_date_b,certificate_insert_date_b,certificate_score_b,certificate_stars_b,certificate_energy_b,designation_info_status
656,558,524,הבדיקה בוצעה,17/11/2022,1,1,38005,191,179443.57450545,572140.58671183,11,באר שבע,04/07/2022,,,,,4,0,5,2016 סיוון התשע״ו - מאי,23,מגורים - שיפוץ נרחב,10,מגורים,שיפוץ,0,24,04/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
657,559,525,הבדיקה בוצעה,17/11/2022,1,1,"6712 ",285,188455.64054168,665014.12201881,55,פתח תקווה,07/07/2022,,,,,9.5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,36,19/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
658,560,526,הבדיקה בוצעה,17/11/2022,1,1,6592,29,181986.344182,674073.25393781,21,הרצליה,07/07/2022,,,,,5,6000,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,6000,0,17/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
659,561,527,הבדיקה בוצעה,17/11/2022,1,1,6106,"430,432 ",181252.12503175,666974.04493327,76,תל אביב - יפו,13/09/2022,,,,,7,5100,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5100,45,13/10/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
660,562,528,הבדיקה בוצעה,17/11/2022,1,1,,,180880.74022316,666944.44955581,76,תל אביב - יפו,12/07/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,12/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
661,563,529,הבדיקה בוצעה,17/11/2022,1,1,6108,153,180664.12514534,665873.90749645,76,תל אביב - יפו,10/07/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,27/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
662,564,530,הבדיקה בוצעה,17/11/2022,1,1,7655,"311,312",188758.11338788,677495.07414753,73,רעננה,10/07/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,26/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
663,565,531,הבדיקה בוצעה,17/11/2022,1,1,6909,80,178196.00531325,664528.77067431,76,תל אביב - יפו,05/07/2022,,,,,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,12/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
665,567,532,הבדיקה בוצעה,18/11/2024,1,1,7169,198,179543.40948291,658718.042437,23,חולון,25/08/2022,,,,,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,17,18/11/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
667,569,533,הבדיקה בוצעה,17/11/2022,1,1,6213,75-76,179700.91435175,666296.14039556,76,תל אביב - יפו,28/06/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,28/06/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
668,570,534,הבדיקה בוצעה,17/11/2022,1,1,7081,86,177123.09360455,662029.26087998,76,תל אביב - יפו,27/06/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,27/06/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
669,571,535,הבדיקה בוצעה,28/12/2023,1,1,6157,39,182830.87933062,664473.00287202,71,רמת גן,12/01/2022,יד שלום,10,,,6,1170,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1170,17,12/01/2022,שלב מקדמי,05/11/2020,26/12/2023,63.5,1,C,,,,,,,,,,,לא סופי
670,572,536,הבדיקה בוצעה,22/05/2024,1,1,6180,647,184151.37685683,663084.92165653,71,רמת גן,12/07/2022,,,,,9,2220,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2220,22,02/04/2024,שלב מקדמי,21/05/2020,06/05/2024,59,1,B,,,,,,,,,,,לא סופי
671,573,537,הבדיקה בוצעה,17/11/2022,1,1,6521,43,182750.14053377,674891.06913972,21,הרצליה,04/07/2022,,,,,9,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,23,04/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
672,574,538,הבדיקה בוצעה,17/11/2022,1,1,6213,1191,180076.29270667,666047.10083498,76,תל אביב - יפו,03/07/2022,,,,,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,28,06/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
676,577,540,הבדיקה בוצעה,15/11/2022,1,1,6213,1139,180180.24294604,666285.67263974,76,תל אביב - יפו,04/04/2021,שאול ליפסקי,12,,2227,8,2987,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2987,28,09/03/2021,שלב א,,,,,,08/12/2020,04/05/2021,64.5,1,A,,,,,,לא סופי
678,579,542,הבדיקה בוצעה,26/10/2023,1,1,6151,593,182380,664027,18,גבעתיים,18/10/2023,גולומב,29-31,,-,8,4000,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4000,32,18/10/2023,שלב א,,,,,,04/03/2021,12/01/2022,60.5,1,B,,,,,,לא סופי
683,586,548,הבדיקה בוצעה,22/05/2024,1,1,6164,33-34,181641.19794166,663444.58349927,76,תל אביב - יפו,17/08/2021,,,,,15,14448,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,14448,172,22/08/2022,שלב מקדמי,13/01/2022,16/05/2024,75,3,B,,,,,,,,,,,לא סופי
686,588,552,הבדיקה בוצעה,26/10/2023,1,2,1200,"7,35",161348.75107103,620781.07282421,9,אשקלון,12/01/2022,"עיר היין ",,,1220+1440,9,22782,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,22782,396,12/01/2022,שלב א,04/12/2020,12/01/2022,58.5,1,A,11/01/2022,12/01/2022,60,1,C,,,,,,לא סופי
687,589,553,הבדיקה בוצעה,12/11/2022,1,1,6415,35,184679.55138714,672701.03976106,72,רמת השרון,10/04/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,18/08/2021,התקשרות,,,,,,,,,,,,,,,,לא סופי
688,590,554,הבדיקה בוצעה,12/11/2022,1,1,6207,494,181743.221299,666399.94204238,71,רמת גן,12/01/2022,"חרוזים ",28,,,10,2990,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2990,22,03/04/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
689,591,555,הבדיקה בוצעה,12/11/2022,1,1,6145,1138,183346.56312587,663743.36272587,71,רמת גן,03/04/2022,חד נס רמת גן,5,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,03/04/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
690,592,556,הבדיקה בוצעה,12/11/2022,1,1,7226,74,178586.38876807,664335.28633515,76,תל אביב - יפו,05/04/2022,"המכבי ",3,,-,5.5,1727,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1727,16,05/04/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
691,593,557,הבדיקה בוצעה,12/11/2022,2,1,6207,473,181653.26278575,666369.51489819,71,רמת גן,03/04/2022,חביבה רייך 2-4 רמת ג,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,03/04/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
692,595,559,הבדיקה בוצעה,12/11/2022,1,1,7462,22,178727.188618,663356.48218453,76,תל אביב - יפו,05/04/2022,"אלנבי ",128,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,30/03/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
693,596,560,הבדיקה בוצעה,12/11/2022,1,2,8138,"66,84,81",191589.95177006,691926.13748494,34,כפר יונה,14/03/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,12,משרדים - חדש,40,משרדים,חדש,0,0,31/01/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
694,597,562,הבדיקה בוצעה,12/11/2022,1,1,7109," 233-234",180363.37763912,663986.2019847,76,תל אביב - יפו,03/04/2022,ישראל בק 29 תל אביב,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,03/04/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
695,598,563,הבדיקה בוצעה,27/12/2023,1,1,6159,341,183603.47968919,665709.50690952,71,רמת גן,13/02/2022,"רד""ק 11 רמת",11,,0,9,2058,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2058,24,28/03/2022,שלב א,,,,,,22/03/2022,26/12/2023,79,3,B,,,,,,לא סופי
696,599,564,הבדיקה בוצעה,01/01/2024,1,1,7083,128,178201.15931952,662876.30533326,76,תל אביב - יפו,12/01/2022,אברבנל,6-8,,,9,6061,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6061,85,30/04/2021,שלב מקדמי,09/12/2020,26/12/2023,60.5,1,B,,,,,,,,,,,לא סופי
697,600,565,הבדיקה בוצעה,01/01/2024,2,1,7621,498,189630.45102929,678598.47697344,35,כפר סבא,26/12/2023,,,,,10,8458,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,8458,0,08/02/2021,שלב מקדמי,08/02/2021,26/12/2023,60,1,C,,,,,,,,,,,לא סופי
698,602,567,הבדיקה בוצעה,26/10/2023,1,2,6213,404,179747.54725751,666058.01491931,76,תל אביב - יפו,18/10/2023,בן סרוק,18-20,,-,7,4500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4500,43,20/08/2023,שלב א,,,,,,23/08/2023,18/10/2023,64.5,1,A,,,,,,לא סופי
701,604,569,הבדיקה בוצעה,10/11/2022,1,1,6532,261,185615.39031411,675066.493242,21,הרצליה,14/03/2022,,,,,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,35,10/11/2022,שלב מקדמי,22/03/2022,04/04/2022,58,1,B,,,,,,,,,,,לא סופי
706,606,571,הבדיקה בוצעה,11/12/2024,1,1,6580,99,188801.60996171,676625.5821276,73,רעננה,03/03/2022,מכבי,35,,2068,8,3157,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3157,13,03/03/2022,שלב מקדמי,03/03/2022,03/03/2022,58.5,1,A,,,,,,,,,,,לא סופי
716,610,574,הבדיקה בוצעה,14/10/2022,1,1,11580,54,206606.78125237,747185.53552022,24,חיפה,06/07/2022,,,,,5,1862,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1862,13,07/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
717,611,575,הבדיקה בוצעה,14/10/2022,1,1,6181,269,183891.7547,663347.0419,71,רמת גן,02/10/2022,אבנר,7,,-,8,3644,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3644,24,02/10/2022,שלב ב,12/11/2018,02/10/2022,55,1,A,28/10/2020,02/10/2022,63.5,1,A,15/09/2022,02/10/2022,56,1,B,פורסם סופי
719,612,576,הבדיקה בוצעה,20/08/2024,2,1,6393,4+248,186823.02162556,665332.58369084,55,פתח תקווה,03/03/2022,,,,306,8,8074,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8074,21,05/07/2022,שלב מקדמי,09/03/2022,10/03/2022,59,1,A,,,,,,,,,,,לא סופי
719,613,577,הבדיקה בוצעה,20/08/2024,2,1,6393,4+248,186823.02162556,665332.58369084,55,פתח תקווה,03/03/2022,,,,207,20,8074,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8074,74,02/10/2022,שלב מקדמי,09/03/2022,10/03/2022,63,1,A,,,,,,,,,,,לא סופי
721,614,578,הבדיקה בוצעה,02/09/2024,1,1,3932,167,182028.06506465,652682.7511948,67,ראשון לציון,03/07/2022,יהודה הלוי,14,,,8,1360,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1360,8,02/09/2024,שלב מקדמי,21/08/2022,20/08/2022,59,1,C,,,,,,,,,,,לא סופי
723,615,579,הבדיקה בוצעה,29/09/2022,1,1,12511,16,199191.78507474,745265.30072657,24,חיפה,25/07/2022,וודג'ווד,18,,,11,3574,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3574,25,25/07/2022,שלב מקדמי,25/07/2022,25/07/2022,56,1,B,,,,,,,,,,,לא סופי
724,616,580,הבדיקה בוצעה,25/09/2024,1,1,6168,721,181890.1281257,664875.54759892,18,גבעתיים,08/08/2022,"קק""ל",25,,,8,5267,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5267,20,25/09/2024,שלב מקדמי,08/08/2022,08/08/2022,58.5,1,B,,,,,,,,,,,לא סופי
725,617,581,הבדיקה בוצעה,25/07/2024,1,1,6158,834,183545.6626843,664456.30157117,71,רמת גן,07/08/2022,הרכסים,48,,,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,13,07/08/2022,שלב מקדמי,07/08/2022,07/08/2022,59.5,1,B,,,,,,,,,,,לא סופי
726,618,582,הבדיקה בוצעה,29/09/2022,1,1,10789,19,198159.97269495,743328.35915672,24,חיפה,04/08/2022,לינקולן,14,,,6,1491,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1491,10,03/08/2022,שלב מקדמי,03/08/2022,04/08/2022,58,1,B,,,,,,,,,,,לא סופי
727,619,583,הבדיקה בוצעה,29/09/2022,1,1,6417,415,185060.36759729,672361.07304133,72,רמת השרון,10/08/2022,גולומב,38,,,7,5484,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5484,22,10/08/2022,שלב מקדמי,10/08/2022,10/08/2022,60,1,B,,,,,,,,,,,לא סופי
728,620,584,הבדיקה בוצעה,05/12/2024,1,1,7137,152,175891.98851238,657747.41216386,16,בת ים,15/08/2022,השקמה,40,,,4,2674,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,2674,11,16/08/2022,שלב מקדמי,15/08/2022,15/08/2022,60,1,B,,,,,,,,,,,לא סופי
732,621,585,הבדיקה בוצעה,29/09/2022,1,1,6145,"524, 941",183263.04686309,663587.56773347,71,רמת גן,14/09/2022,השר משה,1,,524,3,556,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,556,6,21/09/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
735,623,586,הבדיקה בוצעה,16/03/2024,1,1,6207,424+42,181818.29696999,666378.44460355,71,רמת גן,19/09/2022,,,,,9,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,28,10/02/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
736,624,587,הבדיקה בוצעה,29/09/2022,1,1,6204,224,182958.53909415,666495.58340986,71,רמת גן,19/09/2022,,,,,8,995,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,995,17,28/09/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
742,626,588,הבדיקה בוצעה,29/09/2022,1,1,11673,9-10,197084.44004398,748460.08125036,24,חיפה,28/08/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,0,29/08/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
745,629,589,הבדיקה בוצעה,29/09/2022,2,1,6638,302,184666.62046764,668267.99168623,76,תל אביב - יפו,18/08/2022,,,,,0,0,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,0,0,18/08/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
763,644,591,הבדיקה בוצעה,29/09/2022,1,1,6144,594,183303.91392489,663416.76357328,71,רמת גן,20/07/2022,,,,,8,5500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5500,59,20/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
765,646,592,הבדיקה בוצעה,29/09/2022,1,1,6217,197,179733.6536275,665376.92726622,76,תל אביב - יפו,17/07/2022,,,,,7,2435,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2435,22,17/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
781,656,594,הבדיקה בוצעה,31/12/2023,1,1,3925,"737,738",181514.63093117,651071.7326145,21,הרצליה,24/06/2021,"משעול פלג ",5,,3925,0,14534,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,14534,73,24/06/2021,התקשרות,,,,,,,,,,,,,,,,לא סופי
791,657,595,הבדיקה בוצעה,24/12/2023,1,1,3647,69,181763.61619156,645538.37011409,69,רחובות,07/07/2021,"דרך יבנה ",67,,-,8.5,3530,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3530,18,24/12/2023,התקשרות,,,,,,,,,,,,,,,,לא סופי
792,658,596,הבדיקה בוצעה,03/09/2022,1,1,7130,269,176398.39409315,658275.9790954,16,בת ים,04/04/2022,,,,,7,2690,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2690,30,15/08/2021,שלב מקדמי,07/11/2021,04/04/2022,55.5,1,A,,,,,,,,,,,לא סופי
793,659,597,הבדיקה בוצעה,03/07/2024,,,8267,,,,50,נתניה,,,,,,10,,5,2016 סיוון התשע״ו - מאי,11,,,מגורים,חדש,4000,20,,,,,,,,,,,,,,,,,,לא סופי
794,660,598,הבדיקה בוצעה,25/07/2024,1,1,7136,317,176351.59715367,658712.83191715,16,בת ים,27/06/2022,"טשרניחובסקי ",7,,120,7,2409,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2409,19,08/02/2022,שלב מקדמי,08/02/2022,27/06/2022,55.5,1,B,,,,,,,,,,,לא סופי
796,661,599,הבדיקה בוצעה,25/07/2024,1,1,6586,401,188998.36605701,676117.09199121,73,רעננה,27/06/2022,"קזן ",7,,,7,5487,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5487,29,13/06/2022,שלב מקדמי,13/06/2022,27/06/2022,61,1,A,,,,,,,,,,,לא סופי
797,662,600,הבדיקה בוצעה,25/07/2024,1,1,3648,203,181247.30593608,645129.84777656,69,רחובות,27/06/2022,"בארי ",8,,203,7,3041,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3041,15,27/04/2022,שלב מקדמי,27/04/2022,27/06/2022,57.5,1,B,,,,,,,,,,,לא סופי
798,663,601,הבדיקה בוצעה,27/11/2024,,,7143;,,,,16,בת ים,,,,,,0,,5,2016 סיוון התשע״ו - מאי,11,,,מגורים,חדש,500,0,,,,,,,,,,,,,,,,,,לא סופי
803,667,604,הבדיקה בוצעה,14/11/2024,2,1,6649,293,178197.38672614,662730.73639958,76,תל אביב - יפו,03/07/2022,הרב פרנקל,"2,4,6",,2091,6,5000,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5000,37,03/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
811,674,605,הבדיקה בוצעה,27/07/2022,1,1,6154,82,182022.54205624,664080.99847087,18,גבעתיים,20/07/2022,,,,,6.5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,12,20/07/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
812,675,606,הבדיקה בוצעה,25/07/2024,1,1,3925,744,181733.28359157,650881.07143878,67,ראשון לציון,23/07/2022,יובלים,יובלי,,9,17,12446,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,12446,61,24/07/2022,שלב מקדמי,23/07/2022,23/07/2022,59,1,A,,,,,,,,,,,לא סופי
818,677,607,הבדיקה בוצעה,14/07/2022,1,1,7174,131,178760.40869706,658172.57418766,23,חולון,05/04/2022,,54,,-,5.5,2823,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2823,15,05/04/2022,שלב מקדמי,20/02/2022,08/03/2022,63.5,1,B,,,,,,,,,,,לא סופי
821,680,608,הבדיקה בוצעה,13/05/2024,1,1,30413,92,217193.01548619,629421.2796059,33,ירושלים,13/06/2021,בוליביה,1,,,18,26413,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,26413,136,13/07/2022,שלב א,22/06/2021,12/05/2024,63,1,B,13/07/2022,12/05/2024,63.5,1,B,,,,,,לא סופי
822,681,609,הבדיקה בוצעה,10/07/2022,1,1,6182,484,183736.02202636,663428.6791672,71,רמת גן,22/12/2021,פנחס רוטנברג,42,,,5,1800,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1800,18,22/12/2021,שלב מקדמי,23/11/2021,22/12/2021,57,1,C,,,,,,,,,,,לא סופי
840,695,611,הבדיקה בוצעה,09/06/2024,1,1,3700,157,183231.27582551,645034.238262,69,רחובות,19/05/2022,,,,,8,3438,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3438,16,09/06/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
850,705,614,הבדיקה בוצעה,25/07/2024,1,1,6637,419,183902.08425824,668704.31454791,76,תל אביב - יפו,30/06/2022,דלה ריינה," 9",,2376,5,1763,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1763,9,30/11/2020,שלב מקדמי,11/12/2017,30/06/2022,61.5,1,B,,,,,,,,,,,לא סופי
851,706,615,הבדיקה בוצעה,05/12/2024,3,1,3900,31,184987.66510033,639364.09914486,153,מזכרת בתיה,05/07/2022,רפאל סויסה,,,1001,4,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,16,05/07/2022,שלב מקדמי,05/05/2022,05/07/2022,58.5,1,C,,,,,,,,,,,לא סופי
851,707,616,הבדיקה בוצעה,05/12/2024,3,1,3900,31,184987.66510033,639364.09914486,153,מזכרת בתיה,05/07/2022,רפאל סויסה,,,1001,4,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,16,05/07/2022,שלב מקדמי,05/05/2022,05/07/2022,58.5,1,C,,,,,,,,,,,לא סופי
851,708,617,הבדיקה בוצעה,05/12/2024,3,1,3900,31,184987.66510033,639364.09914486,153,מזכרת בתיה,05/07/2022,רפאל סויסה,,,1001,4,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,32,05/07/2022,שלב מקדמי,05/05/2022,05/07/2022,58.5,1,C,,,,,,,,,,,לא סופי
853,709,618,הבדיקה בוצעה,30/06/2022,1,1,3703,1485,181999.12963446,644725.83398572,69,רחובות,29/06/2022,טלר,8,,,8,6808,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,6808,36,21/06/2022,שלב מקדמי,29/06/2022,29/06/2022,57.5,1,C,,,,,,,,,,,לא סופי
855,711,620,הבדיקה בוצעה,25/07/2024,1,1,8254,125,186080.03681508,691333.821934,50,נתניה,27/06/2022,,,,1007,30,26256,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,26256,115,01/06/2022,שלב א,,,,,,31/05/2022,27/06/2022,56,1,C,,,,,,לא סופי
857,713,622,הבדיקה בוצעה,30/06/2022,1,1,6207,650,181766.48842982,666426.95358329,71,רמת גן,10/04/2022,חרוזים,30,,3568,8,3151,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3151,15,10/04/2022,שלב מקדמי,10/04/2022,11/04/2022,66,2,B,,,,,,,,,,,לא סופי
862,717,623,הבדיקה בוצעה,30/05/2024,1,1,"20,572,054","8,22",168174.49890156,638629.96722886,8,אשדוד,30/05/2022,,,,,5,4705,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,4705,0,19/11/2023,שלב א,,,,,,21/11/2023,12/05/2024,55,1,B,,,,,,לא סופי
866,721,624,הבדיקה בוצעה,02/06/2024,2,1,6106," 44, 389",180687.55143677,666880.91553889,76,תל אביב - יפו,28/05/2024,"יהודה המכבי ",95,,,8,3000,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3000,30,08/08/2023,שלב מקדמי,31/05/2022,16/05/2024,58,1,B,,,,,,,,,,,לא סופי
868,722,625,הבדיקה בוצעה,30/06/2022,1,1,4041,197,183635.15894758,649392.89881188,88,באר יעקב,31/08/2021,יהלום,,,168,21,11842,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,11842,78,13/06/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
871,723,626,הבדיקה בוצעה,27/06/2022,1,1,38021,22,179045.14074283,573860.91000446,11,באר שבע,14/03/2021,שמשון,15,,250,17,13633,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,13633,111,17/04/2021,שלב א,,,,,,31/03/2021,19/04/2021,56.5,1,B,,,,,,לא סופי
872,724,627,הבדיקה בוצעה,22/06/2022,1,1,6167,265,181828.85616893,665007.83001745,18,גבעתיים,01/07/2021,"קק""ל ",14,,,6.5,1131,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1131,30,23/06/2021,שלב א,,,,,,28/10/2021,04/04/2022,62,1,B,,,,,,לא סופי
873,725,628,הבדיקה בוצעה,21/06/2022,1,1,5032,"29,38",176434,655887,67,ראשון לציון,11/05/2021,פאול גרונינגר,4,,2,8,14931,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,14931,0,13/04/2021,שלב א,,,,,,07/03/2021,19/04/2021,56.5,1,C,,,,,,לא סופי
874,726,629,הבדיקה בוצעה,30/06/2024,1,1,6157,38,183079.48823051,664420.53405357,71,רמת גן,18/05/2021,יד שלום,8,,65,7,2601,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2601,18,18/05/2021,שלב א,,,,,,04/03/2021,18/05/2021,61,1,A,,,,,,לא סופי
