project_id,building_id,designation_id,project_halted,project_general_last_update,building_count,designation_count,gush,helka,X,Y,municipality_id,municipality_name,building_info_last_update,building_street,building_address_number,building_address_entrance,building_migrash,floors_above_ground,building_area,standard_name_id,standard_name,standard_designation_id,standard_designation_name,standard_designation_main_use,main_use_name,route,designation_area,residential_units,designation_info_last_update,certification_status,certificate_date_pre,certificate_insert_date_pre,certificate_score_pre,certificate_stars_pre,certificate_energy_pre,certificate_date_a,certificate_insert_date_a,certificate_score_a,certificate_stars_a,certificate_energy_a,certificate_date_b,certificate_insert_date_b,certificate_score_b,certificate_stars_b,certificate_energy_b,designation_info_status
195,211,202,הבדיקה בוצעה,01/07/2023,1,1,6649,236,180838.30638069,668926.26547371,76,תל אביב - יפו,28/06/2023,"איינשטיין ",29-39,,2007,9,8277,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,8277,45,26/10/2022,שלב א,29/05/2019,28/06/2023,65,2,A,29/08/2021,28/06/2023,69.5,2,A,,,,,,לא סופי
196,212,203,הבדיקה בוצעה,01/07/2023,3,1,6579,414,187684.32264957,677001.76549403,73,רעננה,26/06/2023,"החי""ל",28,,28,7.5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,21,19/10/2022,שלב מקדמי,19/10/2022,26/06/2023,55.5,1,C,,,,,,,,,,,לא סופי
196,213,204,הבדיקה בוצעה,01/07/2023,3,1,6579,414,187684.32264957,677001.76549403,73,רעננה,26/06/2023,"החי""ל",28,,28,7.5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,21,19/10/2022,שלב מקדמי,19/10/2022,26/06/2023,55.5,1,C,,,,,,,,,,,לא סופי
196,214,205,הבדיקה בוצעה,01/07/2023,3,1,6579,414,187684.32264957,677001.76549403,73,רעננה,26/06/2023,"החי""ל",28,,28,7.5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,21,19/10/2022,שלב מקדמי,19/10/2022,26/06/2023,55.5,1,C,,,,,,,,,,,לא סופי
197,215,206,הבדיקה בוצעה,26/11/2024,1,1,6145,1204,183499.82858149,664278.18825274,71,רמת גן,26/06/2023,"בר יוחאי ",10,,2556,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,16,17/01/2023,שלב מקדמי,17/01/2023,26/06/2023,55,1,B,,,,,,,,,,,לא סופי
198,216,207,הבדיקה בוצעה,01/07/2023,1,1,3702,256,181435.10506572,645124.08195957,69,רחובות,29/08/2022,שדרות חן,15,,418,9,2460,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2460,28,04/09/2022,שלב מקדמי,04/09/2022,26/06/2023,55,1,C,,,,,,,,,,,לא סופי
199,217,208,הבדיקה בוצעה,01/07/2023,1,1,7146,62,175939.35367179,659720.85340839,16,בת ים,26/06/2023,הרצל,3,,62,2.5,1006,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,1006,14,22/01/2023,שלב מקדמי,22/01/2023,26/06/2023,66.5,2,B,,,,,,,,,,,לא סופי
200,218,209,הבדיקה בוצעה,01/07/2023,1,1,6528,40,185134.47821749,675263.26293487,21,הרצליה,25/06/2023,טשרניחובסקי,22,,2097,2.5,0,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,0,7,04/09/2022,שלב מקדמי,04/09/2022,25/06/2023,59.5,1,C,,,,,,,,,,,לא סופי
202,220,210,הבדיקה בוצעה,17/12/2023,1,1,6531,"97,98",185352.53406494,674937.7941676,21,הרצליה,24/08/2022,סוקולוב,37,,401,14,5785,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5785,65,22/12/2022,שלב א,18/02/2021,25/06/2023,68.2,2,A,22/12/2022,25/06/2023,69,2,A,,,,,,לא סופי
204,222,212,הבדיקה בוצעה,01/07/2023,1,1,6972,16,179119.30000694,662345.90439902,76,תל אביב - יפו,25/06/2023,מסילת ישרים,91,,2106,5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,8,10/08/2022,שלב מקדמי,10/08/2022,10/08/2022,58.5,1,B,,,,,,,,,,,לא סופי
205,223,213,הבדיקה בוצעה,14/11/2024,2,1,6213,402,179761.5868311,666084.94785877,76,תל אביב - יפו,25/06/2023,בן סרוק,22,,2399,8,1468,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1468,24,27/08/2022,שלב א,31/10/2017,25/06/2023,56,1,B,28/08/2022,25/06/2023,56,1,B,,,,,,לא סופי
205,224,214,הבדיקה בוצעה,14/11/2024,2,1,6213,402,179761.5868311,666084.94785877,76,תל אביב - יפו,25/06/2023,בן סרוק,24,,2399,8,1471,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1471,24,27/08/2022,שלב א,31/10/2017,25/06/2023,56,1,B,28/08/2022,25/06/2023,56,1,B,,,,,,לא סופי
206,225,215,הבדיקה בוצעה,01/07/2023,3,1,6546,503-505,185582.12893773,673732.00020638,21,הרצליה,25/06/2023,בן יהודה,66,,2000,2.5,1176,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,1176,10,16/08/2022,שלב מקדמי,16/08/2022,25/06/2023,61,1,C,,,,,,,,,,,לא סופי
206,226,216,הבדיקה בוצעה,01/07/2023,3,1,6546,503-505,185582.12893773,673732.00020638,21,הרצליה,25/06/2023,בן יהודה,68,,2000,2.5,899,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,899,10,16/08/2022,שלב מקדמי,16/08/2022,25/06/2023,61,1,C,,,,,,,,,,,לא סופי
206,227,217,הבדיקה בוצעה,01/07/2023,3,1,6546,503-505,185582.12893773,673732.00020638,21,הרצליה,25/06/2023,בן יהודה,70,,2000,2.5,975,5,2016 סיוון התשע״ו - מאי,22,מגורים - תוספת,10,מגורים,תוספת,975,10,16/08/2022,שלב מקדמי,16/08/2022,25/06/2023,61,1,C,,,,,,,,,,,לא סופי
209,230,220,הבדיקה בוצעה,01/07/2023,2,1,6528,28/45,185126.57162814,675366.68677504,21,הרצליה,25/06/2023,"בני בנימין ",16,,28,8,2316,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2316,22,02/11/2022,שלב מקדמי,24/07/2022,24/07/2022,64.5,1,C,,,,,,,,,,,לא סופי
209,231,221,הבדיקה בוצעה,01/07/2023,2,1,6528,28/45,185126.57162814,675366.68677504,21,הרצליה,24/07/2022,בני בנימין,18,,45,8,4096,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,4096,45,02/11/2022,שלב מקדמי,24/07/2022,24/07/2022,64.5,1,C,,,,,,,,,,,לא סופי
211,233,223,הבדיקה בוצעה,01/07/2023,1,1,6017,314,180918.19942598,658321.66930435,23,חולון,22/06/2023,ירמיהו,35,,314,9,2883,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2883,42,19/07/2022,שלב מקדמי,19/07/2022,22/06/2023,64,1,C,,,,,,,,,,,לא סופי
212,234,224,הבדיקה בוצעה,01/07/2023,1,1,10008,276,189771.60495054,705657.83539766,22,חדרה,22/06/2023,השחף,6,,276,10,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,18,22/09/2022,שלב מקדמי,22/09/2022,22/06/2023,65.5,2,B,,,,,,,,,,,לא סופי
214,236,226,הבדיקה בוצעה,19/05/2024,3,1,38464,"23, 25",182761.21111147,571141.30812252,11,באר שבע,29/09/2022,נחל חבר,26,,323,5,1071,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1071,11,05/08/2023,שלב מקדמי,01/10/2022,22/06/2023,61,1,C,,,,,,,,,,,לא סופי
214,237,227,הבדיקה בוצעה,19/05/2024,3,1,38464,"23, 25",182761.21111147,571141.30812252,11,באר שבע,29/09/2022,נחל קדרון,32,,325,9,2751,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2751,28,05/08/2023,שלב מקדמי,01/10/2022,22/06/2023,61,1,C,,,,,,,,,,,לא סופי
214,238,228,הבדיקה בוצעה,19/05/2024,3,1,38464,"23, 25",182761.21111147,571141.30812252,11,באר שבע,29/09/2022,נחל קדרון,28,,325,9,2727,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2727,28,05/08/2023,שלב מקדמי,01/10/2022,22/06/2023,61,1,C,,,,,,,,,,,לא סופי
216,241,231,הבדיקה בוצעה,01/07/2023,2,1,6527,303,184472.98779272,674947.8797629,21,הרצליה,22/06/2023,שמואל הנגיד,20,,2190,8,2325,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2325,29,25/08/2022,שלב א,05/01/2020,22/06/2023,65,2,A,25/08/2022,22/06/2023,57,1,A,,,,,,לא סופי
216,242,232,הבדיקה בוצעה,01/07/2023,2,1,6527,303,184472.98779272,674947.8797629,21,הרצליה,22/06/2023,שמואל הנגיד,22,,2190,8,2329,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2329,29,25/08/2022,שלב א,05/01/2020,22/06/2023,65,2,A,25/08/2022,22/06/2023,57,1,A,,,,,,לא סופי
217,243,233,הבדיקה בוצעה,01/07/2023,1,1,7443,10,178952.0249547,663126.43794671,76,תל אביב - יפו,20/06/2023,דרך בגין,9,,2498,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,27,14/06/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
218,244,234,הבדיקה בוצעה,25/07/2024,1,1,6157,563,183197.30360746,663622.97740942,71,רמת גן,27/06/2022,עוזיאל,126,,,7,3500,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,3500,28,19/06/2022,שלב מקדמי,19/06/2022,27/06/2022,57,1,B,,,,,,,,,,,לא סופי
219,245,235,הבדיקה בוצעה,01/07/2023,1,2,112,"32-33,51",203335.36888579,742764.82103909,48,נשר,20/06/2023,,,,17,10,12945,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,12945,0,14/06/2022,שלב מקדמי,14/06/2022,20/06/2023,61,1,C,,,,,,,,,,,לא סופי
219,245,236,הבדיקה בוצעה,01/07/2023,1,2,112,"32-33,51",203335.36888579,742764.82103909,48,נשר,20/06/2023,,,,17,3,3520,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,3520,0,14/06/2022,שלב מקדמי,14/06/2022,20/06/2023,55,1,C,,,,,,,,,,,לא סופי
220,246,237,הבדיקה בוצעה,01/07/2023,1,1,7165,114,178943.7182264,659321.97817608,23,חולון,19/07/2022,השומרון,9,,,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,133,19/07/2022,שלב מקדמי,19/07/2022,19/07/2022,59,1,C,,,,,,,,,,,לא סופי
221,247,238,הבדיקה בוצעה,01/07/2023,1,1,6214,556,179486.63954629,666328.55463055,76,תל אביב - יפו,20/06/2023,בזל,48,,2261,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,18,09/06/2022,שלב מקדמי,09/06/2022,20/06/2023,62.5,1,B,,,,,,,,,,,לא סופי
222,248,239,הבדיקה בוצעה,01/07/2023,1,1,6912,12,178492.60991071,664251.90441108,76,תל אביב - יפו,20/06/2023,בית לחם,4,,2018,6,1081,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,1081,10,22/05/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
223,249,240,הבדיקה בוצעה,25/07/2024,1,1,2387,83,168127.71992211,632335.42883752,8,אשדוד,20/06/2023,ראש פינה,15,,90,9,5179,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,5179,106,18/08/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
225,251,242,הבדיקה בוצעה,01/07/2023,1,1,6981,225,179687.05361869,661789.21768342,76,תל אביב - יפו,27/06/2022,האסיף,14-20,,,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,65,17/05/2022,שלב מקדמי,17/05/2022,27/06/2022,60.5,1,B,,,,,,,,,,,לא סופי
226,252,243,הבדיקה בוצעה,01/07/2023,1,1,696,18,178707.94116157,666428.97323802,76,תל אביב - יפו,15/06/2023,הירקון,230,,2259,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,7,22/05/2022,שלב מקדמי,22/05/2022,15/06/2023,59.5,1,B,,,,,,,,,,,לא סופי
229,255,246,הבדיקה בוצעה,01/07/2023,1,1,6106,449,180832.9249746,667011.08667402,76,תל אביב - יפו,15/06/2023,הזוהר,34,,2082,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,26,14/06/2022,שלב מקדמי,14/06/2022,15/06/2023,59.5,1,C,,,,,,,,,,,לא סופי
230,256,247,הבדיקה בוצעה,01/07/2023,2,1,6111,507-510,180175.88364133,665560.38877261,76,תל אביב - יפו,30/06/2022,פומבדיתא,24-26,,,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,32,30/06/2022,שלב מקדמי,30/06/2022,30/06/2022,58.5,1,B,,,,,,,,,,,לא סופי
230,257,248,הבדיקה בוצעה,01/07/2023,2,1,6111,507-510,180175.88364133,665560.38877261,76,תל אביב - יפו,30/06/2022,בארי,28-30,,,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,32,30/06/2022,שלב מקדמי,30/06/2022,30/06/2022,58.5,1,B,,,,,,,,,,,לא סופי
231,258,249,הבדיקה בוצעה,01/07/2023,1,1,611,425,180214.972698,665597.59200251,76,תל אביב - יפו,15/06/2023,בארי,29,,2267,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,20,15/06/2022,שלב מקדמי,15/06/2022,15/06/2023,57,1,B,,,,,,,,,,,לא סופי
232,259,250,הבדיקה בוצעה,01/07/2023,1,1,898,21,178561.94587735,663092.00689484,76,תל אביב - יפו,15/06/2023,השוק,6,,2221,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,6,11/05/2022,שלב מקדמי,03/01/2023,15/06/2023,58,1,B,,,,,,,,,,,לא סופי
233,260,251,הבדיקה בוצעה,10/10/2024,1,1,4233,"4,5",186006.36831188,651204.69152925,88,באר יעקב,14/06/2023,,,,117,25,25978,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,25978,123,10/10/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
234,261,252,הבדיקה בוצעה,10/10/2024,1,1,4233,3,185869.94886764,651266.4936058,88,באר יעקב,14/06/2023,,,,116,25,29967,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,29967,141,10/10/2024,התקשרות,,,,,,,,,,,,,,,,לא סופי
235,262,253,הבדיקה בוצעה,01/07/2023,1,2,7650,423,185664.82197023,677190.18945337,73,רעננה,14/06/2023,דרך הפארק,,,101,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,41,27/04/2022,שלב מקדמי,27/04/2022,14/06/2023,72,2,C,,,,,,,,,,,לא סופי
235,262,254,הבדיקה בוצעה,01/07/2023,1,2,7650,423,185664.82197023,677190.18945337,73,רעננה,14/06/2023,דרך הפארק,,,101,2,0,5,2016 סיוון התשע״ו - מאי,50,"גרעין ומעטפת - חדש ",100,גרעין ומעטפת - משרדים,חדש,0,0,27/04/2022,שלב מקדמי,27/04/2022,14/06/2023,60.5,1,B,,,,,,,,,,,לא סופי
237,264,256,הבדיקה בוצעה,01/07/2023,1,1,6133,481,180814.56002455,663088.0990002,76,תל אביב - יפו,14/06/2023,יד לבנים,10,,,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,74,25/05/2022,שלב מקדמי,22/05/2022,14/06/2023,62,1,B,,,,,,,,,,,לא סופי
238,265,257,הבדיקה בוצעה,01/07/2023,1,1,6181,333,183682.70855823,663203.13633537,71,רמת גן,14/06/2023,משה דיין,26,,1,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,37,26/04/2022,שלב מקדמי,26/04/2022,14/06/2023,60,1,B,,,,,,,,,,,לא סופי
241,268,260,הבדיקה בוצעה,01/07/2023,1,1,7068,43,180184.30264016,662476.82706631,76,תל אביב - יפו,11/06/2023,גוש עציון,33,,43,5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,9,29/03/2022,התקשרות,,,,,,,,,,,,,,,,לא סופי
242,269,261,הבדיקה בוצעה,01/07/2023,1,1,6127,519,182141.40940923,665711.94031998,71,רמת גן,02/04/2022,ז'בוטינסקי,40,,3760,13,2005,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,2005,52,17/04/2022,שלב מקדמי,22/04/2022,11/06/2023,65,2,B,,,,,,,,,,,לא סופי
243,270,262,הבדיקה בוצעה,01/07/2023,1,1,7163,19,178117.43209765,659232.08164089,23,חולון,11/06/2023,יצחק הלוי,33,,2013,5,565,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,565,5,22/05/2022,שלב מקדמי,22/05/2022,11/06/2023,60.5,1,B,,,,,,,,,,,לא סופי
244,271,263,הבדיקה בוצעה,01/07/2023,1,1,6128,256,182174.71490421,665579.35507778,71,רמת גן,17/03/2022,החשמנואים,12,,3685,9,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,24,17/03/2022,שלב מקדמי,17/03/2022,29/03/2022,62.5,1,B,,,,,,,,,,,לא סופי
245,272,264,הבדיקה בוצעה,01/07/2023,1,1,6106,511,180897.86513559,667063.92566962,76,תל אביב - יפו,23/03/2022,בן סירא,8,,2082,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,23,23/03/2022,שלב מקדמי,23/03/2022,29/03/2022,59.5,1,B,,,,,,,,,,,לא סופי
246,273,265,הבדיקה בוצעה,01/07/2023,1,1,7163,244,178135.60452121,659097.42506985,23,חולון,27/06/2022,חשמונאים,11,,47,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,6,05/04/2022,שלב מקדמי,05/04/2022,27/06/2022,56.5,1,C,,,,,,,,,,,לא סופי
247,274,266,הבדיקה בוצעה,01/07/2023,1,1,6916,20,178091.67399898,664256.44922757,76,תל אביב - יפו,09/03/2022,אהרונסון,25-27,,6916/21,6,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,20,01/03/2022,שלב מקדמי,01/03/2022,09/03/2022,59.5,1,B,,,,,,,,,,,לא סופי
248,275,267,הבדיקה בוצעה,01/07/2023,4,1,3021,3,221081.9703747,627754.04252172,33,ירושלים,11/06/2023,,,,30,25,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,89,28/02/2022,שלב מקדמי,28/02/2022,11/06/2023,56,1,C,,,,,,,,,,,לא סופי
248,276,268,הבדיקה בוצעה,01/07/2023,4,1,3021,3,221081.9703747,627754.04252172,33,ירושלים,11/06/2023,,,,31,20,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,69,28/02/2022,שלב מקדמי,28/02/2022,11/06/2023,56,1,C,,,,,,,,,,,לא סופי
248,277,269,הבדיקה בוצעה,01/07/2023,4,1,3021,3,221081.9703747,627754.04252172,33,ירושלים,11/06/2023,,,,31,20,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,71,28/02/2022,שלב מקדמי,28/02/2022,11/06/2023,56,1,C,,,,,,,,,,,לא סופי
248,278,270,הבדיקה בוצעה,01/07/2023,4,1,3021,3,221081.9703747,627754.04252172,33,ירושלים,11/06/2023,,,,31,20,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,72,28/02/2022,שלב מקדמי,28/02/2022,11/06/2023,56,1,C,,,,,,,,,,,לא סופי
251,281,273,הבדיקה בוצעה,01/07/2023,1,1,7421,5,178246.58871219,663125.7047648,76,תל אביב - יפו,09/03/2022,דרך יפו,5,,2380,5,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,24,12/02/2022,שלב מקדמי,12/02/2022,09/03/2022,62,1,B,,,,,,,,,,,לא סופי
253,283,275,הבדיקה בוצעה,01/07/2023,1,1,6212,541,179951.31127762,666773.56034131,76,תל אביב - יפו,04/08/2022,יהודה המכבי,10,,,7,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,20,04/08/2022,שלב מקדמי,04/08/2022,04/08/2022,65,2,B,,,,,,,,,,,לא סופי
254,284,276,הבדיקה בוצעה,26/10/2023,1,1,6111,830,179891.51453537,665300.53836846,76,תל אביב - יפו,30/03/2022,אורי לסר,2,,2267,8,0,5,2016 סיוון התשע״ו - מאי,11,מגורים - חדש,10,מגורים,חדש,0,31,30/03/2022,שלב מקדמי,30/03/2022,30/03/2022,66,2,B,,,,,,,,,,,לא סופי
